85,164,165,90,133,136,176,170,##::HINDI
168,217,218,165,142,145,177,172,##::HINDI
214,270,265,223,132,137,183,177,##::HINDI
475,551,552,473,147,145,177,181,##::HINDI
554,611,608,553,143,149,183,178,##::HINDI
14,148,143,14,193,199,296,294,##::HINDI
151,271,274,146,198,207,279,279,##::HINDI
274,341,339,276,205,206,285,279,##::HINDI
357,445,441,360,204,205,287,279,##::HINDI
446,500,490,444,208,201,284,282,##::HINDI
489,561,568,498,205,205,284,284,##::HINDI
583,685,688,593,206,207,286,294,##::HINDI
