60,377,366,75,261,272,347,344,##::HINDI
384,689,679,390,268,268,343,344,##::HINDI
371,413,413,378,351,350,411,417,##::HINDI
422,566,566,429,365,370,414,411,##::HINDI
567,721,710,570,367,368,414,416,##::HINDI
712,749,760,725,357,354,414,420,##::HINDI
439,526,528,434,453,453,497,501,##::HINDI
526,609,614,534,452,450,496,496,##::HINDI
617,700,708,622,450,453,502,499,##::HINDI
704,774,779,713,450,451,491,490,##::HINDI
880,1062,1066,899,265,268,356,355,##::HINDI
700,876,883,706,265,267,354,357,##::HINDI
1123,1188,1189,1125,227,220,245,244,##::HINDI
1227,1263,1268,1224,457,455,479,482,##::HINDI
