64,184,191,79,92,87,178,175,##::HINDI
192,265,270,201,105,103,170,170,##::HINDI
274,453,450,284,83,70,178,186,##::HINDI
467,663,658,465,65,55,161,166,##::HINDI
142,180,182,140,297,298,355,352,##::HINDI
186,308,309,191,297,305,379,362,##::HINDI
313,380,382,317,302,307,371,363,##::HINDI
386,441,443,389,305,310,373,369,##::HINDI
449,582,579,452,307,315,392,379,##::HINDI
99,149,152,103,356,360,415,408,##::HINDI
154,200,204,158,362,363,423,417,##::HINDI
205,265,264,211,375,380,426,418,##::HINDI
269,319,319,272,381,385,430,423,##::HINDI
332,434,432,330,373,380,442,430,##::HINDI
440,563,560,435,378,391,457,439,##::HINDI
568,659,659,568,390,399,467,456,##::HINDI
