55,140,144,59,89,87,127,128,##::HINDI
151,249,251,154,91,93,123,125,##::HINDI
77,120,122,81,131,130,144,143,##::HINDI
130,148,148,130,128,127,144,144,##::HINDI
152,184,187,155,127,127,146,144,##::HINDI
200,234,235,199,131,130,141,143,##::ENGLISH
51,159,160,51,165,159,183,191,##::ENGLISH
163,257,258,165,159,156,176,183,##::ENGLISH
75,126,129,75,195,193,208,211,##::ENGLISH
131,160,161,133,194,193,206,206,##::ENGLISH
161,191,191,162,190,189,202,205,##::ENGLISH
193,202,202,194,193,193,204,204,##::ENGLISH
202,239,239,203,188,185,199,201,##::ENGLISH
