43,198,194,41,285,289,351,345,##::HINDI
205,279,273,205,286,288,353,345,##::HINDI
298,435,432,301,290,294,355,356,##::HINDI
472,613,611,472,300,303,356,355,##::ENGLISH
7,166,157,9,368,371,434,431,##::HINDI
168,326,321,168,361,364,425,418,##::HINDI
331,475,471,331,363,363,429,425,##::HINDI
480,584,583,487,368,371,427,426,##::HINDI
585,641,640,592,366,367,428,425,##::HINDI
162,273,269,164,432,433,491,493,##::HINDI
279,343,339,278,434,436,493,493,##::HINDI
354,487,488,348,432,434,497,496,##::HINDI
