11,53,52,15,268,266,303,304,##::HINDI
61,167,170,70,272,267,298,301,##::HINDI
177,268,266,183,267,265,296,304,##::HINDI
278,332,334,283,263,263,292,292,##::HINDI
340,387,390,351,264,263,290,291,##::HINDI
397,460,457,401,262,261,290,292,##::HINDI
470,523,524,474,261,259,287,287,##::HINDI
532,584,580,538,261,258,285,283,##::HINDI
590,688,688,594,255,256,292,289,##::HINDI
11,63,66,17,317,314,346,347,##::HINDI
76,217,219,83,309,306,341,347,##::HINDI
226,285,287,234,304,300,334,336,##::HINDI
297,352,356,305,306,306,338,345,##::HINDI
362,414,421,373,305,306,332,332,##::HINDI
427,482,483,429,296,296,329,332,##::HINDI
494,537,540,497,303,301,327,333,##::HINDI
543,681,680,550,295,293,332,327,##::HINDI
