13,194,187,8,197,204,300,283,##::HINDI
213,323,315,218,222,224,298,294,##::HINDI
323,421,414,320,201,207,291,288,##::HINDI
431,618,620,433,209,209,295,290,##::HINDI
622,677,683,624,205,204,300,301,##::HINDI
684,707,710,687,231,231,297,296,##::HINDI
28,116,105,32,302,305,399,394,##::HINDI
115,229,214,112,305,304,399,400,##::HINDI
223,286,282,217,310,306,400,398,##::HINDI
287,341,339,289,304,304,393,393,##::HINDI
340,457,455,343,326,330,393,394,##::HINDI
453,497,499,458,303,305,405,403,##::HINDI
511,677,675,512,297,309,408,416,##::HINDI
94,191,185,93,417,417,488,483,##::HINDI
196,265,262,188,401,403,489,481,##::HINDI
271,347,345,269,403,405,496,497,##::HINDI
354,453,458,349,421,420,478,479,##::ENGLISH
461,535,536,473,423,423,485,480,##::HINDI
