241,390,384,239,81,89,137,127,##::HINDI
76,221,219,73,128,145,201,192,##::HINDI
230,350,348,230,136,143,208,203,##::HINDI
359,520,515,357,141,148,223,221,##::HINDI
537,636,634,539,145,152,221,220,##::HINDI
193,302,306,203,230,235,290,284,##::ENGLISH
310,429,432,313,233,234,292,289,##::ENGLISH
437,568,570,436,237,243,292,288,##::ENGLISH
584,632,641,588,242,247,292,292,##::ENGLISH
131,166,166,138,319,323,355,351,##::HINDI
177,212,213,182,322,325,356,356,##::HINDI
213,246,256,231,313,316,354,354,##::HINDI
267,392,396,274,313,319,358,363,##::HINDI
405,509,515,414,327,332,361,356,##::ENGLISH
514,632,635,522,327,332,363,361,##::ENGLISH
