210,308,308,211,69,64,102,110,##::HINDI
311,374,374,313,71,66,96,100,##::HINDI
380,413,414,377,66,63,91,95,##::HINDI
241,289,290,241,107,105,139,142,##::HINDI
295,337,338,298,115,112,137,137,##::HINDI
343,365,365,348,103,103,137,140,##::HINDI
367,374,375,369,107,107,136,137,##::HINDI
193,232,233,200,262,260,298,298,##::HINDI
237,260,261,241,266,263,294,296,##::HINDI
269,324,324,273,271,272,299,296,##::HINDI
330,379,379,335,272,271,297,296,##::HINDI
384,406,407,389,259,260,303,303,##::HINDI
408,418,421,409,269,269,300,300,##::HINDI
192,341,339,197,153,144,166,171,##::ENGLISH
345,423,424,343,146,143,162,167,##::ENGLISH
213,256,253,213,176,175,197,199,##::ENGLISH
256,298,295,257,174,172,194,196,##::ENGLISH
302,400,399,299,174,169,191,196,##::ENGLISH
186,242,239,188,318,315,337,338,##::ENGLISH
243,282,282,243,315,314,339,339,##::ENGLISH
286,328,328,287,317,315,340,339,##::ENGLISH
327,429,433,329,317,317,341,342,##::ENGLISH
