285,421,420,287,252,255,280,283,##::HINDI
209,345,348,209,345,340,383,387,##::HINDI
364,521,523,363,339,341,378,381,##::HINDI
247,371,372,252,458,453,481,483,##::HINDI
377,474,474,381,450,450,483,483,##::HINDI
174,246,248,175,232,232,253,256,##::ENGLISH
251,291,288,255,231,230,255,254,##::ENGLISH
295,348,348,299,230,230,250,252,##::ENGLISH
354,534,533,353,230,224,245,252,##::ENGLISH
90,420,414,88,310,307,339,346,##::ENGLISH
426,642,641,422,307,303,337,339,##::ENGLISH
199,436,432,200,430,428,448,454,##::ENGLISH
440,527,527,439,429,427,451,452,##::ENGLISH
