121,321,326,117,332,336,394,388,##::HINDI
328,437,439,330,334,339,390,390,##::HINDI
437,568,573,440,336,334,387,394,##::HINDI
26,75,74,30,394,397,430,432,##::HINDI
99,201,193,106,401,396,432,430,##::HINDI
199,241,241,202,399,397,434,434,##::HINDI
245,308,314,248,400,398,427,430,##::HINDI
315,401,399,319,398,398,431,435,##::HINDI
401,429,431,408,398,398,431,434,##::HINDI
434,541,540,437,401,401,430,432,##::HINDI
546,634,631,550,394,396,431,430,##::HINDI
634,668,667,633,396,396,430,429,##::HINDI
26,82,83,30,432,434,465,465,##::HINDI
86,157,159,91,430,431,466,465,##::HINDI
159,226,230,163,435,435,466,467,##::HINDI
228,299,298,233,433,435,467,467,##::HINDI
297,339,339,302,435,432,469,472,##::HINDI
344,441,439,348,434,434,464,465,##::HINDI
441,507,510,446,434,437,458,461,##::HINDI
516,561,560,513,436,433,464,464,##::HINDI
556,625,633,560,434,432,462,465,##::HINDI
628,664,667,634,434,432,465,465,##::HINDI
