28,179,184,28,87,107,201,180,##::HINDI
196,286,294,198,94,103,191,182,##::HINDI
297,465,471,314,108,121,208,196,##::HINDI
481,634,647,489,127,145,227,216,##::HINDI
170,277,284,183,210,217,272,261,##::HINDI
370,557,560,371,229,243,302,281,##::HINDI
138,341,341,145,278,294,333,320,##::HINDI
411,528,536,419,293,300,354,345,##::HINDI
569,629,635,572,318,321,342,338,##::HINDI
628,669,667,632,322,327,345,341,##::HINDI
568,674,682,572,336,342,358,354,##::ENGLISH
35,130,129,35,68,80,98,85,##::ENGLISH
12,32,37,14,65,65,84,82,##::HINDI
