193,290,287,194,121,118,161,158,##::HINDI
295,481,479,300,116,108,141,150,##::HINDI
181,344,338,186,228,221,269,275,##::HINDI
347,553,548,357,232,225,267,267,##::HINDI
170,321,323,176,332,327,390,387,##::HINDI
331,585,584,337,339,334,389,393,##::HINDI
186,357,354,187,163,158,198,200,##::ENGLISH
376,546,551,374,156,147,186,190,##::ENGLISH
181,417,419,170,277,272,310,315,##::ENGLISH
437,628,630,439,271,266,307,314,##::ENGLISH
161,364,363,160,390,392,435,440,##::ENGLISH
387,581,577,384,391,390,440,438,##::ENGLISH
