131,231,232,139,65,65,101,102,##::HINDI
236,299,299,240,71,71,99,99,##::HINDI
302,352,347,309,66,64,98,100,##::HINDI
364,463,462,371,62,59,95,96,##::HINDI
465,567,569,474,66,64,93,96,##::HINDI
30,222,214,29,141,138,224,223,##::HINDI
234,423,421,229,137,135,220,218,##::HINDI
438,675,684,441,111,112,217,220,##::HINDI
213,272,269,216,235,234,293,293,##::HINDI
283,472,471,284,233,231,290,293,##::HINDI
6,150,143,1,303,306,383,380,##::HINDI
156,322,322,153,317,317,372,372,##::HINDI
339,477,473,341,303,300,382,374,##::HINDI
490,696,703,491,298,305,375,372,##::HINDI
