380,436,436,380,132,130,157,159,##::HINDI
443,522,519,442,131,132,159,159,##::HINDI
386,424,425,383,160,157,180,179,##::HINDI
430,507,510,431,159,159,181,184,##::HINDI
384,467,466,383,191,188,210,209,##::ENGLISH
470,541,542,474,188,188,211,207,##::ENGLISH
381,408,408,383,212,211,231,232,##::ENGLISH
411,489,490,411,211,210,230,230,##::ENGLISH
489,525,524,490,211,212,230,230,##::ENGLISH
298,367,363,301,197,197,232,228,##::HINDI
244,367,367,250,88,90,182,187,##::ENGLISH
206,308,309,201,151,151,232,230,##::ENGLISH
