66,179,176,67,45,53,94,87,##::HINDI
178,250,250,177,54,57,94,91,##::HINDI
248,305,303,252,52,63,100,96,##::HINDI
482,586,586,487,60,67,104,98,##::HINDI
585,686,687,591,71,75,112,108,##::HINDI
211,430,426,212,209,214,270,263,##::HINDI
430,571,570,434,216,219,284,282,##::HINDI
154,291,288,152,299,303,343,340,##::HINDI
294,339,329,297,290,288,343,343,##::HINDI
343,446,451,340,296,296,344,341,##::HINDI
457,616,615,459,294,298,348,347,##::HINDI
137,246,243,141,370,369,412,412,##::HINDI
248,359,357,248,361,363,414,413,##::HINDI
363,503,502,366,363,366,416,413,##::HINDI
506,546,546,508,366,363,414,415,##::HINDI
552,632,627,548,362,361,416,416,##::HINDI
161,254,248,164,441,443,482,483,##::HINDI
263,372,374,264,432,432,488,487,##::HINDI
380,485,483,381,433,433,483,485,##::HINDI
490,583,583,492,434,437,488,483,##::HINDI
589,627,630,591,434,436,485,486,##::HINDI
