297,447,459,302,261,263,335,335,##::HINDI
334,415,416,344,370,370,426,424,##::HINDI
144,219,221,148,433,436,468,468,##::HINDI
224,244,247,228,431,432,466,469,##::HINDI
283,345,346,285,429,434,469,470,##::HINDI
346,428,426,349,433,435,473,470,##::HINDI
430,471,472,434,434,436,472,471,##::HINDI
472,534,533,474,433,433,479,480,##::HINDI
537,612,614,540,431,434,478,480,##::HINDI
172,203,205,172,352,353,375,374,##::HINDI
203,221,221,207,356,356,372,374,##::HINDI
486,519,519,490,354,355,376,374,##::HINDI
518,537,534,521,358,358,378,376,##::HINDI
359,425,408,357,77,103,126,104,##::ENGLISH
439,438,403,408,110,222,208,124,##::ENGLISH
297,303,326,326,203,116,132,194,##::HINDI
307,342,345,333,112,89,118,127,##::HINDI
