225,286,287,221,4,16,63,42,##::HINDI
296,341,339,291,20,38,83,66,##::HINDI
343,450,444,340,45,76,114,83,##::HINDI
219,281,276,220,63,86,126,108,##::HINDI
280,337,331,279,83,98,145,137,##::HINDI
338,369,364,332,98,107,152,143,##::HINDI
209,239,230,216,112,119,167,158,##::HINDI
237,294,294,232,127,143,186,167,##::HINDI
208,249,242,212,164,182,229,215,##::HINDI
248,301,298,244,178,194,241,224,##::HINDI
297,321,318,298,191,198,242,238,##::HINDI
215,267,262,217,226,238,293,285,##::HINDI
261,324,316,266,239,254,303,292,##::HINDI
319,349,344,319,262,269,307,303,##::HINDI
258,456,441,244,302,345,394,356,##::ENGLISH
201,268,256,202,352,364,430,423,##::HINDI
270,397,394,276,365,382,441,423,##::HINDI
395,487,487,394,392,401,460,440,##::HINDI
190,226,221,183,431,432,456,456,##::HINDI
226,263,259,226,438,443,463,460,##::HINDI
261,288,286,258,443,445,465,463,##::HINDI
290,322,319,283,447,451,472,465,##::HINDI
320,348,347,321,450,454,474,472,##::HINDI
348,377,372,348,454,456,478,473,##::HINDI
375,399,399,374,458,463,478,477,##::HINDI
