133,301,305,144,85,98,146,139,##::HINDI
305,440,441,306,96,106,153,146,##::HINDI
438,519,515,439,90,94,169,159,##::HINDI
517,622,620,519,93,98,161,159,##::HINDI
134,402,388,134,160,175,274,259,##::HINDI
402,588,574,398,174,178,280,272,##::HINDI
162,247,247,158,263,268,334,332,##::HINDI
248,393,388,245,270,274,338,334,##::HINDI
112,208,210,118,345,348,399,392,##::HINDI
209,279,279,215,334,339,399,394,##::HINDI
275,361,363,285,348,351,395,395,##::HINDI
361,421,423,362,341,346,392,401,##::HINDI
421,521,503,427,350,352,403,400,##::HINDI
512,614,618,510,353,347,400,408,##::HINDI
