141,224,224,144,87,88,131,130,##::HINDI
230,371,368,229,76,76,130,130,##::HINDI
378,499,492,374,76,76,131,127,##::HINDI
234,391,390,229,129,130,181,189,##::HINDI
158,256,252,158,196,196,229,230,##::HINDI
260,356,350,259,198,198,230,227,##::HINDI
356,471,467,354,190,190,233,230,##::HINDI
163,225,223,163,285,285,310,308,##::HINDI
270,325,327,270,286,287,311,308,##::HINDI
151,198,198,154,339,341,364,365,##::HINDI
201,263,263,203,338,339,363,363,##::HINDI
268,357,359,268,340,341,365,365,##::HINDI
363,401,401,364,330,333,364,363,##::HINDI
406,455,451,406,332,334,362,363,##::HINDI
138,292,291,139,365,370,443,438,##::HINDI
300,468,463,302,381,379,443,443,##::HINDI
