160,245,244,162,58,59,111,109,##::HINDI
247,407,403,253,45,49,115,109,##::HINDI
413,539,530,410,43,41,111,110,##::HINDI
539,593,587,541,43,45,113,111,##::HINDI
82,156,152,89,158,158,237,235,##::HINDI
166,395,393,168,170,176,234,239,##::HINDI
401,498,493,406,178,177,234,234,##::HINDI
504,666,661,501,174,175,231,230,##::HINDI
190,317,312,188,250,249,324,324,##::HINDI
323,498,489,328,265,261,320,321,##::HINDI
501,579,571,498,246,243,337,337,##::HINDI
102,247,246,99,351,352,406,406,##::HINDI
255,378,369,254,333,341,406,406,##::HINDI
384,477,472,386,350,349,403,403,##::HINDI
482,639,635,488,350,347,401,402,##::HINDI
163,294,290,168,417,418,484,489,##::HINDI
299,442,442,300,417,420,487,487,##::HINDI
453,540,530,453,419,420,487,485,##::HINDI
550,572,574,545,427,426,487,486,##::HINDI
