234,404,393,240,605,584,657,678,##::HINDI
413,480,475,425,548,550,659,662,##::HINDI
501,753,738,520,568,524,613,640,##::HINDI
757,1036,1030,781,522,479,577,609,##::HINDI
1034,1115,1123,1067,452,443,562,573,##::HINDI
597,1012,1014,620,659,612,721,751,##::HINDI
1031,1136,1156,1060,618,596,698,711,##::ENGLISH
1167,1456,1475,1184,581,541,655,690,##::ENGLISH
1164,1334,1323,1173,327,296,356,389,##::ENGLISH
1331,1401,1406,1342,296,279,305,324,##::ENGLISH
1408,1512,1517,1420,277,259,293,311,##::ENGLISH
1332,1504,1512,1335,328,287,315,357,##::ENGLISH
1507,1625,1631,1513,295,266,288,321,##::ENGLISH
