221,403,393,228,39,33,89,100,##::HINDI
50,266,276,58,92,92,153,160,##::HINDI
270,331,337,284,96,93,152,153,##::HINDI
337,512,515,344,92,76,150,151,##::HINDI
41,217,207,42,185,181,249,246,##::HINDI
222,379,372,221,184,178,237,243,##::HINDI
379,446,437,371,177,173,231,231,##::HINDI
445,576,576,450,158,154,225,224,##::HINDI
38,218,214,28,264,263,321,324,##::HINDI
223,412,406,224,242,237,315,323,##::HINDI
424,541,539,417,251,248,313,311,##::ENGLISH
560,645,648,565,245,246,317,315,##::HINDI
23,77,76,19,352,350,402,404,##::HINDI
73,259,259,77,332,333,406,406,##::HINDI
259,485,479,258,330,324,406,408,##::HINDI
487,572,579,493,325,321,395,399,##::HINDI
232,426,423,237,399,395,464,464,##::HINDI
