0,140,188,25,184,77,145,240,##::HINDI
135,481,451,193,22,6,120,136,##::HINDI
494,713,713,464,4,85,255,105,##::HINDI
159,516,527,159,148,133,237,247,##::HINDI
39,191,184,37,237,240,329,325,##::HINDI
214,518,519,222,238,235,322,327,##::HINDI
535,589,591,540,245,247,306,308,##::HINDI
590,654,654,601,247,245,295,309,##::HINDI
276,333,333,276,388,386,419,418,##::HINDI
369,430,429,377,385,385,416,414,##::HINDI
168,273,271,180,453,454,494,490,##::HINDI
276,372,370,280,454,454,492,488,##::HINDI
381,543,534,376,445,442,492,487,##::HINDI
