253,337,337,253,176,179,227,229,##::HINDI
345,432,433,343,186,187,228,226,##::HINDI
271,319,319,273,228,228,249,250,##::HINDI
324,342,344,325,226,227,249,249,##::HINDI
342,374,375,342,226,226,245,245,##::HINDI
375,386,384,376,232,232,243,246,##::ENGLISH
388,419,419,387,232,232,241,246,##::ENGLISH
240,353,354,245,267,260,294,303,##::ENGLISH
353,432,434,355,261,261,284,290,##::ENGLISH
269,322,323,269,306,302,324,330,##::ENGLISH
321,349,353,324,301,299,318,320,##::ENGLISH
351,378,379,353,299,296,315,317,##::ENGLISH
379,386,388,380,300,297,310,312,##::ENGLISH
383,418,421,390,293,290,307,313,##::ENGLISH
